magazine_id,issue_id,issue_label,issue_date_iso,language,form
20,01_0000-01-01,01,0000-01-01,ru,
20,02_1999-12-12,02,1999-12-12,ru,
20,03_2000-02-23,03,2000-02-23,ru,
20,04_2000-03-13,04,2000-03-13,ru,
20,05_2001-12-17,05,2001-12-17,ru,
200,A_1994-08-01,A,1994-08-01,ru,
200,B_1994-10-01,B,1994-10-01,ru,
200,D_1995-07-01,D,1995-07-01,ru,
200,G_1995-05-01,G,1995-05-01,ru,
200,W_1995-01-01,W,1995-01-01,ru,
3Bit,01_2005-01-03,01,2005-01-03,ru,
47th_Byte,01_0000-01-01,01,0000-01-01,ru,
ACNews,01_2001-06-18,01,2001-06-18,ru,
ACNews,02_2001-07-08,02,2001-07-08,ru,
ACNews,03_2001-07-25,03,2001-07-25,ru,
ACNews,04_2001-08-19,04,2001-08-19,ru,
ACNews,05_2001-09-04,05,2001-09-04,ru,
ACNews,06_2001-11-01,06,2001-11-01,ru,
ACNews,07_2002-02-28,07,2002-02-28,ru,
ACNews,08_2002-06-18,08,2002-06-18,ru,
ACNews,09_2002-06-22,09,2002-06-22,ru,
ACNews,10_2002-07-29,10,2002-07-29,ru,
ACNews,11_2002-09-25,11,2002-09-25,ru,
ACNews,12_2002-10-07,12,2002-10-07,ru,
ACNews,13_2002-10-31,13,2002-10-31,ru,
ACNews,14_2002-12-31,14,2002-12-31,ru,
ACNews,15_2003-03-21,15,2003-03-21,ru,
ACNews,16_2003-03-31,16,2003-03-31,ru,
ACNews,17_2003-05-05,17,2003-05-05,ru,
ACNews,18_2003-05-08,18,2003-05-08,ru,
ACNews,19_2003-05-28,19,2003-05-28,ru,
ACNews,20_2003-06-24,20,2003-06-24,ru,
ACNews,21_2003-07-24,21,2003-07-24,ru,
ACNews,22_2003-08-20,22,2003-08-20,ru,
ACNews,23_2003-09-17,23,2003-09-17,ru,
ACNews,24_2003-11-01,24,2003-11-01,ru,
ACNews,25_2003-12-31,25,2003-12-31,ru,
ACNews,26_2004-01-12,26,2004-01-12,ru,
ACNews,27_2004-02-28,27,2004-02-28,ru,
ACNews,28_2004-03-15,28,2004-03-15,ru,
ACNews,29_2004-03-31,29,2004-03-31,ru,
ACNews,30_2004-05-30,30,2004-05-30,ru,
ACNews,31_2004-06-26,31,2004-06-26,ru,
ACNews,32_2004-07-10,32,2004-07-10,ru,
ACNews,33_2004-09-01,33,2004-09-01,ru,
ACNews,34_2004-09-29,34,2004-09-29,ru,
ACNews,35_2004-11-06,35,2004-11-06,ru,
ACNews,37_2004-12-31,37,2004-12-31,ru,
ACNews,38_2005-01-24,38,2005-01-24,ru,
ACNews,39_2005-03-17,39,2005-03-17,ru,
ACNews,40_2005-04-01,40,2005-04-01,ru,
ACNews,41_2005-06-24,41,2005-06-24,ru,
ACNews,42_2005-07-13,42,2005-07-13,ru,
ACNews,43_2005-09-04,43,2005-09-04,ru,
ACNews,44_2005-12-25,44,2005-12-25,ru,
ACNews,45_2006-01-31,45,2006-01-31,ru,
ACNews,46_2006-02-26,46,2006-02-26,ru,
ACNews,47_2006-04-01,47,2006-04-01,ru,
ACNews,48_2006-10-05,48,2006-10-05,ru,
ACNews,49_2007-03-24,49,2007-03-24,ru,
ACNews,50_2007-04-01,50,2007-04-01,ru,
ACNews,51_2008-02-08,51,2008-02-08,ru,
ACNews,52_2008-09-16,52,2008-09-16,ru,
ACNews,53_2008-11-12,53,2008-11-12,ru,
ACNews,54_2009-01-21,54,2009-01-21,ru,
ACNews,55_2009-05-18,55,2009-05-18,ru,
ACNews,56_2010-09-12,56,2010-09-12,ru,
ACNews,57_2013-10-23,57,2013-10-23,ru,
ACNews,58_2014-05-26,58,2014-05-26,ru,
ACNews,59_2005-11-02,59,2005-11-02,ru,
ACNews,60_2015-12-15,60,2015-12-15,ru,
ACNews,61_2016-01-21,61,2016-01-21,ru,
ACNews,62_2015-12-17,62,2015-12-17,ru,
ACNews,63_2016-12-26,63,2016-12-26,ru,
ACNews,64_2017-01-06,64,2017-01-06,ru,
ACNews,65_2017-02-06,65,2017-02-06,ru,
ACNews,66_2017-02-06,66,2017-02-06,ru,
ACNews,67_2017-03-01,67,2017-03-01,ru,
ACNews,68_2017-08-30,68,2017-08-30,ru,
ACNews,69_2018-04-07,69,2018-04-07,ru,
ACNews,70_2018-05-02,70,2018-05-02,ru,
ACNews,71_2018-08-03,71,2018-08-03,ru,
ACNews,72_2018-11-19,72,2018-11-19,ru,
ACNews,73_2020-07-14,73,2020-07-14,ru,
Adventurer,01_1995-12-31,01,1995-12-31,ru,
Adventurer,02_1996-03-16,02,1996-03-16,ru,
Adventurer,03_1996-04-30,03,1996-04-30,ru,
Adventurer,04_1996-07-31,04,1996-07-31,ru,
Adventurer,05_1996-11-30,05,1996-11-30,ru,
Adventurer,06_1997-02-28,06,1997-02-28,ru,
Adventurer,07_1998-01-31,07,1998-01-31,ru,
Adventurer,08_1998-08-31,08,1998-08-31,ru,
Adventurer,09_1999-04-30,09,1999-04-30,ru,
Adventurer,10_1999-09-30,10,1999-09-30,ru,
Adventurer,11_2000-07-31,11,2000-07-31,ru,
Adventurer,12_2001-01-31,12,2001-01-31,ru,
Adventurer,13_2002-03-31,13,2002-03-31,ru,
Adventurer,14_2003-06-30,14,2003-06-30,ru,
Adventurer,15_2004-07-31,15,2004-07-31,ru,
All_Paper,01_0000-01-01,01,0000-01-01,ru,
Always,01_1999-11-04,01,1999-11-04,ru,
Always,02_1999-11-21,02,1999-11-21,ru,
Always,03_2000-04-01,03,2000-04-01,ru,
Amazing,01_1997-09-29,01,1997-09-29,ru,
Amazing,02_1998-07-14,02,1998-07-14,ru,
Amiga_Info,01_1997-05-21,01,1997-05-21,ru,
Amiga_Info,02_1997-05-31,02,1997-05-31,ru,
Amiga_News,00_1998-02-11,00,1998-02-11,ru,
Amiga_News,01_1997-08-31,01,1997-08-31,ru,
Amigoz,01_1997-10-19,01,1997-10-19,ru,
Amigoz,02_1997-11-04,02,1997-11-04,ru,
Amigoz,03_1997-12-14,03,1997-12-14,ru,
Anecdotes,01_1997-04-01,01,1997-04-01,ru,
Anigdot,19_1996-02-02,19,1996-02-02,ru,
Anigdot,22_1996-02-23,22,1996-02-23,ru,
Anigdot,24_1996-03-08,24,1996-03-08,ru,
Anigdot,25_1996-03-15,25,1996-03-15,ru,
Anigdot,26_1996-03-22,26,1996-03-22,ru,
Anigdot,27_1996-03-29,27,1996-03-29,ru,
Anigdot,28_1996-04-12,28,1996-04-12,ru,
Anigdot,36_1996-08-15,36,1996-08-15,ru,
Anigdot,37_1996-08-23,37,1996-08-23,ru,
Anigdot,38_1996-08-30,38,1996-08-30,ru,
Anigdot,39_1996-09-06,39,1996-09-06,ru,
Anigdot,40_1996-09-13,40,1996-09-13,ru,
Anigdot,41_1996-09-20,41,1996-09-20,ru,
Anigdot,42_1996-09-27,42,1996-09-27,ru,
Anigdot,43_1996-10-05,43,1996-10-05,ru,
Anigdot,44_1996-10-11,44,1996-10-11,ru,
Anigdot,45_1996-10-25,45,1996-10-25,ru,
Anigdot,46_1996-11-01,46,1996-11-01,ru,
Anigdot,47_1996-11-09,47,1996-11-09,ru,
Anti-Top,01_1997-03-28,01,1997-03-28,ru,
Antivel,01_1998-08-09,01,1998-08-09,ru,
Aspect,01_1997-12-05,01,1997-12-05,ru,
Aspect,02_1997-12-28,02,1997-12-28,ru,
Aspect,03_1998-01-10,03,1998-01-10,ru,
Aspect,04_1998-01-18,04,1998-01-18,ru,
Aspect,05_1998-01-29,05,1998-01-29,ru,
Aspect,06_1998-02-10,06,1998-02-10,ru,
Aspect,07_1998-03-07,07,1998-03-07,ru,
Aspect,08_1998-04-07,08,1998-04-07,ru,
Aspect,09_1998-05-21,09,1998-05-21,ru,
Aspect,10_1999-06-14,10,1999-06-14,ru,
Avro_News,00_2006-03-12,00,2006-03-12,ru,
Avro_News,01_2006-03-31,01,2006-03-31,ru,
Avro_News,02_2006-08-31,02,2006-08-31,ru,
Avro_News,03_2006-10-08,03,2006-10-08,ru,
Avro_News,04_2006-10-27,04,2006-10-27,ru,
Baltic_Press,00_1998-09-29,00,1998-09-29,ru,
Best_of,01_0000-01-01,01,0000-01-01,ru,
Best_of,02_0000-01-01,02,0000-01-01,ru,
Best_of,03_0000-01-01,03,0000-01-01,ru,
Black_Crow,01_1998-06-01,01,1998-06-01,ru,
Black_Crow,02_1998-11-01,02,1998-11-01,ru,
Black_Crow,03_2000-06-27,03,2000-06-27,ru,
Black_Crow,04_2000-09-01,04,2000-09-01,ru,
Black_Crow,05_2001-02-01,05,2001-02-01,ru,
Black_Crow,06_2001-06-01,06,2001-06-01,ru,
Black_Crow,07_2001-09-01,07,2001-09-01,ru,
Black_Metall,01_2004-03-31,01,2004-03-31,ru,
Black_Metall,02_2004-04-26,02,2004-04-26,ru,
Black_Metall,03_2004-07-02,03,2004-07-02,ru,
Black_Metall,04_2004-09-16,04,2004-09-16,ru,
Body,01_1997-05-25,01,1997-05-25,ru,
Body,02_1997-06-03,02,1997-06-03,ru,
Body,03_1997-06-09,03,1997-06-09,ru,
Body,04_1997-06-13,04,1997-06-13,ru,
Body,05_1997-06-14,05,1997-06-14,ru,
Body,06_1997-06-20,06,1997-06-20,ru,
Body,07_1997-06-25,07,1997-06-25,ru,
Body,08_1997-07-02,08,1997-07-02,ru,
Body,09_1997-07-10,09,1997-07-10,ru,
Body,0A_1997-08-28,0A,1997-08-28,ru,
Body,0B_1997-09-24,0B,1997-09-24,ru,
Body,0C_1997-10-11,0C,1997-10-11,ru,
Body,0D_1997-12-11,0D,1997-12-11,ru,
Body,0E_1998-01-21,0E,1998-01-21,ru,
Body,0F_1998-04-28,0F,1998-04-28,ru,
Body,10_1998-05-21,10,1998-05-21,ru,
Body,11_1999-07-27,11,1999-07-27,ru,
Body,12_1999-07-31,12,1999-07-31,ru,
Body,13_1999-08-07,13,1999-08-07,ru,
Body,14_1999-08-12,14,1999-08-12,ru,
Body,15_1999-08-19,15,1999-08-19,ru,
Body,16_1999-08-22,16,1999-08-22,ru,
Body,17_1999-09-30,17,1999-09-30,ru,
Body,18_2000-03-09,18,2000-03-09,ru,
Body,19_2000-05-04,19,2000-05-04,ru,
Body,1A_2000-05-08,1A,2000-05-08,ru,
Body,1B_2000-06-21,1B,2000-06-21,ru,
Body,1C_2000-07-18,1C,2000-07-18,ru,
Body,1D_2000-07-31,1D,2000-07-31,ru,
Body,1E_2000-08-30,1E,2000-08-30,ru,
Body,1F_2000-10-28,1F,2000-10-28,ru,
Body,20_2000-12-13,20,2000-12-13,ru,
Body,21_2000-11-14,21,2000-11-14,ru,
Body,22_2000-12-28,22,2000-12-28,ru,
Body,23_2001-01-11,23,2001-01-11,ru,
Body,24_2001-01-17,24,2001-01-17,ru,
Body,25_2001-02-14,25,2001-02-14,ru,
Body,26_2001-02-23,26,2001-02-23,ru,
Body,27_2001-03-10,27,2001-03-10,ru,
Body,28_2001-03-25,28,2001-03-25,ru,
Body,29_2001-04-21,29,2001-04-21,ru,
Body,2B_2001-06-01,2B,2001-06-01,ru,
Body,2C_2001-07-14,2C,2001-07-14,ru,
Body,2D_2001-09-14,2D,2001-09-14,ru,
Body,2E_2001-09-16,2E,2001-09-16,ru,
Body,2F_2001-09-30,2F,2001-09-30,ru,
Body,30_2001-12-01,30,2001-12-01,ru,
Body,31_2001-12-25,31,2001-12-25,ru,
Body,31a_2001-12-25,31a,2001-12-25,ru,
Body,32_2002-02-16,32,2002-02-16,ru,
Body,33_2002-02-26,33,2002-02-26,ru,
Body,34_2002-03-16,34,2002-03-16,ru,
Body,35_2002-03-23,35,2002-03-23,ru,
Body,36_2002-04-02,36,2002-04-02,ru,
Body,37a_2002-05-16,37a,2002-05-16,ru,
Body,37b_2002-05-16,37b,2002-05-16,ru,
Body,37c_2002-05-16,37c,2002-05-16,ru,
Body,38_2002-05-25,38,2002-05-25,ru,
Body,39_2002-05-31,39,2002-05-31,ru,
Body,3A_2002-06-16,3A,2002-06-16,ru,
Body,3B_2002-07-19,3B,2002-07-19,ru,
Body,3C#_2002-10-21,3C#,2002-10-21,ru,
Body,3C_2002-10-21,3C,2002-10-21,ru,
Body,3D#_2002-11-26,3D#,2002-11-26,ru,
Body,3D_2002-11-26,3D,2002-11-26,ru,
Body,3E_2003-02-08,3E,2003-02-08,ru,
Body,3F#_2003-04-26,3F#,2003-04-26,ru,
Body,3F_2003-04-26,3F,2003-04-26,ru,
Body,3e#_2003-02-08,3e#,2003-02-08,ru,
Bonus,15_1999-12-25,15,1999-12-25,ru,
Bonus,16_1999-12-26,16,1999-12-26,ru,
Bonus,17_2000-01-15,17,2000-01-15,ru,
Bonus,18_2000-01-22,18,2000-01-22,ru,
Bonus,19_2000-02-05,19,2000-02-05,ru,
Book,01_2003-02-05,01,2003-02-05,ru,
Book,02_2003-02-05,02,2003-02-05,ru,
Born_Dead,01_1998-10-24,01,1998-10-24,ru,
Born_Dead,02_1998-11-04,02,1998-11-04,ru,
Born_Dead,03_1998-11-08,03,1998-11-08,ru,
Born_Dead,04_1998-11-21,04,1998-11-21,ru,
Born_Dead,05_1999-01-06,05,1999-01-06,ru,
Born_Dead,06_1999-02-17,06,1999-02-17,ru,
Born_Dead,07_1999-03-12,07,1999-03-12,ru,
Born_Dead,08_1999-04-19,08,1999-04-19,ru,
Born_Dead,09_1999-05-30,09,1999-05-30,ru,
Born_Dead,0A_1999-06-02,0A,1999-06-02,ru,
Born_Dead,0B_1999-07-31,0B,1999-07-31,ru,
Born_Dead,0C_1999-09-11,0C,1999-09-11,ru,
Born_Dead,0D_1999-10-08,0D,1999-10-08,ru,
Born_Dead,0E_1999-12-19,0E,1999-12-19,ru,
Born_Dead,0F_2000-02-08,0F,2000-02-08,ru,
Born_Dead,0G_2000-03-31,0G,2000-03-31,ru,
Born_Dead,10_2000-07-02,10,2000-07-02,ru,
Bred,01_0000-01-01,01,0000-01-01,ru,
Bred,01_2002-09-30,01,2002-09-30,ru,
Bred,02_0000-01-01,02,0000-01-01,ru,
Bred,02_2002-09-30,02,2002-09-30,ru,
Bred,07_0000-01-01,07,0000-01-01,ru,
Bred,11_1996-05-07,11,1996-05-07,ru,
Breeze,06_1997-03-31,06,1997-03-31,ru,
Breeze,09_1997-07-04,09,1997-07-04,ru,
Breeze,10_1997-08-21,10,1997-08-21,ru,
Bugs,01_1999-09-30,01,1999-09-30,ru,
Bugs,02_1999-12-31,02,1999-12-31,ru,
Buhenvald,01_1997-12-12,01,1997-12-12,ru,
Buhenvald,02_1997-12-22,02,1997-12-22,ru,
Buhenvald,03_1997-12-29,03,1997-12-29,ru,
Burn_the_Lighter,01_2011-11-15,01,2011-11-15,ru,
Burn_the_Lighter,02_2011-11-15,02,2011-11-15,ru,
Burn_the_Lighter,03_2012-09-12,03,2012-09-12,ru,
Burn_the_Lighter,04_2012-09-24,04,2012-09-24,ru,
Buzz,01_1997-02-28,01,1997-02-28,ru,
Buzz,02_1997-03-19,02,1997-03-19,ru,
Buzz,03_1997-04-09,03,1997-04-09,ru,
Buzz,04_1997-04-26,04,1997-04-26,ru,
Buzz,05_1997-05-19,05,1997-05-19,ru,
Buzz,06_1997-05-31,06,1997-05-31,ru,
Buzz,07_1997-06-06,07,1997-06-06,ru,
Buzz,08_1997-06-19,08,1997-06-19,ru,
Buzz,09_1997-08-09,09,1997-08-09,ru,
Buzz,10_1997-09-16,10,1997-09-16,ru,
Buzz,11_1997-10-22,11,1997-10-22,ru,
Buzz,12_1997-12-30,12,1997-12-30,ru,
Buzz,13_1998-02-12,13,1998-02-12,ru,
Buzz,14_1998-04-29,14,1998-04-29,ru,
Buzz,15_1998-07-09,15,1998-07-09,ru,
Buzz,16_1998-09-26,16,1998-09-26,ru,
Buzz,17_1999-04-10,17,1999-04-10,ru,
Buzz,18_1999-10-11,18,1999-10-11,ru,
Buzz,19_2000-08-18,19,2000-08-18,ru,
Buzz,20_2001-12-31,20,2001-12-31,ru,
Cancer,01_0000-01-01,01,0000-01-01,ru,
Cancer,02_0000-01-01,02,0000-01-01,ru,
Chaos,01_1997-08-01,01,1997-08-01,ru,
Cheat,01_1998-02-01,01,1998-02-01,ru,
Cheat,03 demo_1998-10-01,03 demo,1998-10-01,ru,
Cheat,"2,5_1998-08-01","2,5",1998-08-01,ru,
Chudo,02_0000-01-01,02,0000-01-01,ru,
City,01_1998-03-08,01,1998-03-08,ru,
City,01_1999-03-06,01,1999-03-06,ru,
City,02_1998-04-13,02,1998-04-13,ru,
City,02_1999-03-08,02,1999-03-08,ru,
City,03_1999-03-13,03,1999-03-13,ru,
City,04_1999-03-19,04,1999-03-19,ru,
City,05_1999-03-21,05,1999-03-21,ru,
City,06_1999-03-24,06,1999-03-24,ru,
City,07_1999-03-28,07,1999-03-28,ru,
City,08_1999-03-31,08,1999-03-31,ru,
City,09_1999-03-31,09,1999-03-31,ru,
City,10_1999-04-10,10,1999-04-10,ru,
City,11_1999-05-05,11,1999-05-05,ru,
City,12_1999-05-14,12,1999-05-14,ru,
City,13_1999-05-29,13,1999-05-29,ru,
City,14_1999-06-06,14,1999-06-06,ru,
City,15_1999-06-14,15,1999-06-14,ru,
City,16_1999-06-29,16,1999-06-29,ru,
City,17_1999-07-06,17,1999-07-06,ru,
City,18_1999-07-09,18,1999-07-09,ru,
City,19_1999-07-14,19,1999-07-14,ru,
City,20_1999-07-14,20,1999-07-14,ru,
City,21_1999-07-24,21,1999-07-24,ru,
City,22_1999-07-26,22,1999-07-26,ru,
City,23_1999-08-06,23,1999-08-06,ru,
City,24_1999-08-12,24,1999-08-12,ru,
City,25_1999-08-16,25,1999-08-16,ru,
City,26_1999-08-30,26,1999-08-30,ru,
City,27_1999-09-09,27,1999-09-09,ru,
City,28_1999-09-15,28,1999-09-15,ru,
City,29_1999-09-19,29,1999-09-19,ru,
City,30_1999-09-25,30,1999-09-25,ru,
City,31_1999-10-01,31,1999-10-01,ru,
City,32_1999-10-04,32,1999-10-04,ru,
City,33_1999-10-17,33,1999-10-17,ru,
City,34_1999-11-06,34,1999-11-06,ru,
City,35_1999-12-04,35,1999-12-04,ru,
City,36_1999-12-11,36,1999-12-11,ru,
City,37_1999-12-17,37,1999-12-17,ru,
City,38_1999-12-29,38,1999-12-29,ru,
City,39_2000-01-14,39,2000-01-14,ru,
City,40_2000-02-08,40,2000-02-08,ru,
City,41_2000-03-06,41,2000-03-06,ru,
City,42_2000-03-25,42,2000-03-25,ru,
City,43_2000-04-09,43,2000-04-09,ru,
City,44_2000-05-19,44,2000-05-19,ru,
City,45_2000-06-09,45,2000-06-09,ru,
City,46_2000-06-09,46,2000-06-09,ru,
City,47_2000-06-19,47,2000-06-19,ru,
City,48_2000-08-25,48,2000-08-25,ru,
City,49_2000-10-20,49,2000-10-20,ru,
City,50_2000-11-19,50,2000-11-19,ru,
City,51_2000-12-09,51,2000-12-09,ru,
City,52_2001-02-24,52,2001-02-24,ru,
City,53_2001-05-14,53,2001-05-14,ru,
Clime,01_1998-03-02,01,1998-03-02,ru,
Clime,02_1998-03-19,02,1998-03-19,ru,
Clime,03_1998-07-25,03,1998-07-25,ru,
Codemania,01_1999-12-31,01,1999-12-31,ru,
Crazy_News,1_1996-01-01,1,1996-01-01,ru,
Crazy_News,2_1997-01-01,2,1997-01-01,ru,
Crazy_News,3_1997-01-01,3,1997-01-01,ru,
Crazy_News,4_1997-01-01,4,1997-01-01,ru,
Crazy_News,5_1997-01-01,5,1997-01-01,ru,
Crossroads,04_1999-04-30,04,1999-04-30,ru,
Crossroads,05_1999-09-05,05,1999-09-05,ru,
Crossroads,07_1999-10-31,07,1999-10-31,ru,
Crystal_Dream,01_1996-10-31,01,1996-10-31,ru,
CyberSex,01_1998-10-22,01,1998-10-22,ru,
CyberSex,02_1999-03-19,02,1999-03-19,ru,
Cyberman,0602_1999-02-05,0602,1999-02-05,ru,
Cyberman,2102_1999-02-20,2102,1999-02-20,ru,
Cyberman,2601_1999-01-25,2601,1999-01-25,ru,
Cyberman,3101_1999-01-30,3101,1999-01-30,ru,
Deja_Vu,00_1997-03-17,00,1997-03-17,ru,
Deja_Vu,01_1997-06-30,01,1997-06-30,ru,
Deja_Vu,02_1997-09-30,02,1997-09-30,ru,
Deja_Vu,03_1997-12-31,03,1997-12-31,ru,
Deja_Vu,04_1998-03-31,04,1998-03-31,ru,
Deja_Vu,05_1998-05-31,05,1998-05-31,ru,
Deja_Vu,06_1998-09-30,06,1998-09-30,ru,
Deja_Vu,07_1997-12-31,07,1997-12-31,ru,
Deja_Vu,08_1999-05-31,08,1999-05-31,ru,
Deja_Vu,09_1999-11-13,09,1999-11-13,ru,
Deja_Vu,0A_2000-09-30,0A,2000-09-30,ru,
Deja_Vu,XX_2000-07-20,XX,2000-07-20,ru,
Demo_or_Die,01_1999-02-28,01,1999-02-28,ru,
Demo_or_Die,02_1999-07-31,02,1999-07-31,ru,
Depress,00_2002-05-01,00,2002-05-01,ru,
Depress,01_2002-06-02,01,2002-06-02,ru,
Depress,02_2002-10-08,02,2002-10-08,ru,
Depth,00_1997-10-15,00,1997-10-15,ru,
Depth,01_1997-10-14,01,1997-10-14,ru,
Depth,02_1998-02-28,02,1998-02-28,ru,
Dermo,01_0000-01-01,01,0000-01-01,ru,
Di_Halt,01_1995-12-31,01,1995-12-31,ru,
Dni-Pro,01_2000-11-18,01,2000-11-18,ru,
Dni-Pro,02_2001-03-30,02,2001-03-30,ru,
Dnieprobite,01_2003-09-28,01,2003-09-28,ru,
Dnieprobite,02_2003-10-08,02,2003-10-08,ru,
Dnieprobite,03_2003-10-31,03,2003-10-31,ru,
Dnieprobite,04_2003-11-13,04,2003-11-13,ru,
DonNews,01_1999-01-10,01,1999-01-10,ru,
DonNews,02_1999-01-19,02,1999-01-19,ru,
DonNews,03_1999-01-28,03,1999-01-28,ru,
DonNews,04_1999-02-06,04,1999-02-06,ru,
DonNews,05_1999-02-15,05,1999-02-15,ru,
DonNews,06_1999-03-15,06,1999-03-15,ru,
DonNews,07_1999-04-23,07,1999-04-23,ru,
DonNews,08_1999-07-05,08,1999-07-05,ru,
DonNews,09_1999-11-12,09,1999-11-12,ru,
DonNews,10_2000-01-21,10,2000-01-21,ru,
DonNews,11_2000-04-21,11,2000-04-21,ru,
DonNews,12_2000-09-09,12,2000-09-09,ru,
DonNews,13_2001-01-01,13,2001-01-01,ru,
DonNews,14_2001-03-26,14,2001-03-26,ru,
DonNews,15_2001-07-16,15,2001-07-16,ru,
DonNews,16_2002-03-22,16,2002-03-22,ru,
DonNews,17_2002-04-30,17,2002-04-30,ru,
DonNews,18_2002-12-11,18,2002-12-11,ru,
DonNews,19_2003-02-26,19,2003-02-26,ru,
DonNews,20_2004-02-26,20,2004-02-26,ru,
DonNews,21_2005-03-27,21,2005-03-27,ru,
Dr__Longman_s_News,00_0000-01-01,00,0000-01-01,ru,
Dr__Longman_s_News,01_0000-01-01,01,0000-01-01,ru,
Dr__Longman_s_News,02_0000-01-01,02,0000-01-01,ru,
Dr__Longman_s_News,03_0000-01-01,03,0000-01-01,ru,
Dr__Longman_s_News,04_1995-02-02,04,1995-02-02,ru,
Du_Hast,01_2000-07-07,01,2000-07-07,ru,
Dune,01_0000-01-01,01,0000-01-01,ru,
Dune,02_0000-01-01,02,0000-01-01,ru,
Dune,03_0000-01-01,03,0000-01-01,ru,
Dune,06_0000-01-01,06,0000-01-01,ru,
Dune,07_1994-12-31,07,1994-12-31,ru,
EMSlog,01_1998-10-22,01,1998-10-22,ru,
Echo,01_1996-10-31,01,1996-10-31,ru,
Echo,02_1996-11-30,02,1996-11-30,ru,
Echo,03_1997-03-31,03,1997-03-31,ru,
Echo,04_1997-01-31,04,1997-01-31,ru,
Echo,05_1998-08-31,05,1998-08-31,ru,
Echo,06_2000-06-30,06,2000-06-30,ru,
Echo,07_2000-10-31,07,2000-10-31,ru,
Eldorado,01_1994-12-31,01,1994-12-31,ru,
Eldorado,02_1996-01-19,02,1996-01-19,ru,
Emulate,01_1995-08-31,01,1995-08-31,ru,
Emulate,02_1995-09-30,02,1995-09-30,ru,
Emulate,03_1995-10-31,03,1995-10-31,ru,
Emulate,04_1995-11-30,04,1995-11-30,ru,
Emulate,05_1996-02-29,05,1996-02-29,ru,
Emulate,06_1996-05-31,06,1996-05-31,ru,
Emulate,Special Edition_1996-05-31,Special Edition,1996-05-31,ru,
Energy,01_1998-03-31,01,1998-03-31,ru,
Energy,02_1997-03-26,02,1997-03-26,ru,
Energy,03_1997-04-09,03,1997-04-09,ru,
Energy,04_1997-05-03,04,1997-05-03,ru,
Energy,05_1997-05-29,05,1997-05-29,ru,
Energy,06_1997-06-17,06,1997-06-17,ru,
Energy,07_1997-07-06,07,1997-07-06,ru,
Energy,08_1997-08-17,08,1997-08-17,ru,
Energy,26_1998-07-31,26,1998-07-31,ru,
Energy,85_1997-09-17,85,1997-09-17,ru,
Energy,97_1998-01-22,97,1998-01-22,ru,
Energy,99_1999-02-03,99,1999-02-03,ru,
Erotic,00_1997-12-14,00,1997-12-14,ru,
Erotic,01_1997-11-30,01,1997-11-30,ru,
Erotic,02_1997-12-04,02,1997-12-04,ru,
Erotic,03_1997-12-13,03,1997-12-13,ru,
Erotic,04_1997-12-15,04,1997-12-15,ru,
Erotic,05_1997-12-15,05,1997-12-15,ru,
Erotic,06_1997-12-16,06,1997-12-16,ru,
Erotic,07_1997-12-16,07,1997-12-16,ru,
Erotic,08_1997-12-22,08,1997-12-22,ru,
Erotic,09_1997-12-22,09,1997-12-22,ru,
Erotic,10_1997-12-28,10,1997-12-28,ru,
