magazine_id,issue_id,issue_label,issue_date_iso,language,form
Erotic,11_1998-01-02,11,1998-01-02,ru,
Erotic,12_1998-01-03,12,1998-01-03,ru,
Erotic,13_1998-01-16,13,1998-01-16,ru,
Erotic,14_1998-01-22,14,1998-01-22,ru,
Erotic,15_1998-01-25,15,1998-01-25,ru,
Erotic,16_1998-01-25,16,1998-01-25,ru,
Erotic,17_1998-01-25,17,1998-01-25,ru,
Erotic,18_1998-01-25,18,1998-01-25,ru,
Erotic,19_1998-01-26,19,1998-01-26,ru,
Erotic,25_1998-04-28,25,1998-04-28,ru,
Erotic,26_1998-04-28,26,1998-04-28,ru,
Erotic,27_1998-04-28,27,1998-04-28,ru,
Erotic,28_1998-04-30,28,1998-04-30,ru,
Explorer,01_1997-06-10,01,1997-06-10,ru,
Explorer,02_1997-06-10,02,1997-06-10,ru,
Explorer,03_0000-01-01,03,0000-01-01,ru,
Explorer,04_0000-01-01,04,0000-01-01,ru,
Fanat,01_1999-08-05,01,1999-08-05,ru,
Fanat,02_2000-03-12,02,2000-03-12,ru,
Fanat_Newspaper,01_1999-07-10,01,1999-07-10,ru,
Fanat_Newspaper,02_1999-08-02,02,1999-08-02,ru,
Fanat_Newspaper,03_1999-12-27,03,1999-12-27,ru,
Fantadrom,01_2002-01-01,01,2002-01-01,ru,
Fantadrom,02_2002-01-01,02,2002-01-01,ru,
Fantadrom,03_0000-01-01,03,0000-01-01,ru,
Fantadrom,04_2003-01-01,04,2003-01-01,ru,
Fantik,01_0000-01-01,01,0000-01-01,ru,
Fantik,02_0000-01-01,02,0000-01-01,ru,
Fantik,03_0000-01-01,03,0000-01-01,ru,
Fantik,04_0000-01-01,04,0000-01-01,ru,
Fantik,05_0000-01-01,05,0000-01-01,ru,
Fantik,06_0000-01-01,06,0000-01-01,ru,
Fantik,07_0000-01-01,07,0000-01-01,ru,
Fantom,01_1999-10-06,01,1999-10-06,ru,
Fantom,03_2000-01-05,03,2000-01-05,ru,
Faultless,01_1996-02-11,01,1996-02-11,ru,
Faultless,02_1996-04-08,02,1996-04-08,ru,
Faultless,03_1995-12-31,03,1995-12-31,ru,
Faultless,04_1996-10-09,04,1996-10-09,ru,
Faultless,05_1997-02-02,05,1997-02-02,ru,
Faultless,06_1996-12-31,06,1996-12-31,ru,
Faultless,08_1997-11-29,08,1997-11-29,ru,
Faultless,09_1998-05-24,09,1998-05-24,ru,
Fisherman_Press,01_1997-12-06,01,1997-12-06,ru,
Flash_Info,01_1997-05-24,01,1997-05-24,ru,
Flash_Info,02_1997-05-31,02,1997-05-31,ru,
Flash_Info,03_1997-06-07,03,1997-06-07,ru,
Flash_Info,04_1997-08-14,04,1997-08-14,ru,
Flash_Info,05_1997-06-01,05,1997-06-01,ru,
Flash_Info,06_1997-06-29,06,1997-06-29,ru,
Flash_Info,07_1997-07-05,07,1997-07-05,ru,
Flash_Info,08_1997-07-12,08,1997-07-12,ru,
Flash_Info,09_1997-07-19,09,1997-07-19,ru,
Flash_Info,10_1997-07-26,10,1997-07-26,ru,
Flash_Info,11_1997-08-02,11,1997-08-02,ru,
Flash_Info,12_1997-09-27,12,1997-09-27,ru,
Flash_Info,14_1998-01-09,14,1998-01-09,ru,
Flash_Info,15_1998-05-24,15,1998-05-24,ru,
Flash_Info,16_1998-06-10,16,1998-06-10,ru,
Flash_Info,17_1998-08-12,17,1998-08-12,ru,
Flash_Info,18_1998-12-31,18,1998-12-31,ru,
Flash_Info,19_1999-11-27,19,1999-11-27,ru,
Flash_Info,20_2001-07-20,20,2001-07-20,ru,
Flash_Time,01_1997-07-10,01,1997-07-10,ru,
Foolishness,01_1997-07-25,01,1997-07-25,ru,
Forever_Young,01_1998-07-21,01,1998-07-21,ru,
Fuck,01_0000-01-01,01,0000-01-01,ru,
Fuck,03_1996-06-02,03,1996-06-02,ru,
Fuck,08_1996-06-02,08,1996-06-02,ru,
Fuck,09_1996-10-21,09,1996-10-21,ru,
Full_Pull,01_2003-03-26,01,2003-03-26,ru,
Full_Pull,02_2003-04-17,02,2003-04-17,ru,
Full_Pull,03_2003-05-08,03,2003-05-08,ru,
Full_Pull,04_2003-05-29,04,2003-05-29,ru,
Full_Pull,05_2003-06-19,05,2003-06-19,ru,
Full_Pull,06_2003-07-10,06,2003-07-10,ru,
Full_Pull,07_2003-07-31,07,2003-07-31,ru,
Full_Pull,08_2003-08-21,08,2003-08-21,ru,
Full_Pull,09_2003-09-11,09,2003-09-11,ru,
Full_Pull,10_2003-10-02,10,2003-10-02,ru,
Funeral,01_1999-02-12,01,1999-02-12,ru,
Funeral,1.5_1999-10-31,1.5,1999-10-31,ru,
Funny_Box,01_1997-05-16,01,1997-05-16,ru,
Funny_Box,02_1997-05-25,02,1997-05-25,ru,
Funny_Box,03_1997-08-01,03,1997-08-01,ru,
Funny_Box,04_1997-08-01,04,1997-08-01,ru,
Funny_Box,05_0000-01-01,05,0000-01-01,ru,
GMS_News,01_0000-01-01,01,0000-01-01,ru,
GMS_News,02_0000-01-01,02,0000-01-01,ru,
GMS_News,03_0000-01-01,03,0000-01-01,ru,
Generation_Z,01_2002-04-01,01,2002-04-01,ru,
Generation_Z,02_2002-09-14,02,2002-09-14,ru,
Generation_Z,03_2002-11-06,03,2002-11-06,ru,
Generation_Z,04_2003-04-21,04,2003-04-21,ru,
Generation_Z,05_2008-01-01,05,2008-01-01,ru,
Generation_Z,3.5_2002-12-16,3.5,2002-12-16,ru,
Generation_Z,3.75_2003-01-02,3.75,2003-01-02,ru,
Generation_Z,"5,5_2009-01-20","5,5",2009-01-20,ru,
Gluk,00_1998-03-09,00,1998-03-09,ru,
Gomel_ZX-Net_News,00_1998-12-04,00,1998-12-04,ru,
Gorodok,01_1997-12-01,01,1997-12-01,ru,
Gorodok,02_1998-01-01,02,1998-01-01,ru,
Gorodok,03_1998-02-01,03,1998-02-01,ru,
Gorodok,04_1998-03-01,04,1998-03-01,ru,
Gorodok,05_1998-04-01,05,1998-04-01,ru,
Gorodok,06_1998-07-01,06,1998-07-01,ru,
Gorodok,07_1998-08-01,07,1998-08-01,ru,
Gorodok,08_1999-03-02,08,1999-03-02,ru,
Gorodok,09_1999-02-10,09,1999-02-10,ru,
Gorodok,10_1999-02-10,10,1999-02-10,ru,
Gorodok,11_0000-01-01,11,0000-01-01,ru,
Gorodok,12_0000-01-01,12,0000-01-01,ru,
Gorodok,13_0000-01-01,13,0000-01-01,ru,
Gorodok,14_1999-06-21,14,1999-06-21,ru,
Gorodok,15_0000-01-01,15,0000-01-01,ru,
Gothiq,01_2003-01-14,01,2003-01-14,ru,
Heresy,01_1999-05-16,01,1999-05-16,ru,
Heresy,02_1999-08-13,02,1999-08-13,ru,
Heresy,03_1999-12-26,03,1999-12-26,ru,
Heresy,04_1999-12-26,04,1999-12-26,ru,
Heresy,05_1999-01-01,05,1999-01-01,ru,
Heresy,06_0000-01-01,06,0000-01-01,ru,
Heresy,07_0000-01-01,07,0000-01-01,ru,
Heresy,08_0000-01-01,08,0000-01-01,ru,
Heresy,09_0000-01-01,09,0000-01-01,ru,
Heresy,10_0000-01-01,10,0000-01-01,ru,
Heresy,Satanic_0000-01-01,Satanic,0000-01-01,ru,
Hobby,01_1999-01-31,01,1999-01-31,ru,
Horror,01_1999-07-09,01,1999-07-09,ru,
Horror,02_1999-07-21,02,1999-07-21,ru,
Horror,03_1999-09-27,03,1999-09-27,ru,
Horror,04_1999-11-13,04,1999-11-13,ru,
Horror,05_1999-11-19,05,1999-11-19,ru,
Horror,06_2000-03-27,06,2000-03-27,ru,
Humor_in_Exchange,00_2001-06-01,00,2001-06-01,ru,
Humor_in_Exchange,07_2001-06-01,07,2001-06-01,ru,
Inferno,01_2000-12-31,01,2000-12-31,ru,
Inferno,02_2001-05-01,02,2001-05-01,ru,
Inferno,03_2002-11-22,03,2002-11-22,ru,
Inferno,04_2003-06-22,04,2003-06-22,ru,
Info_Guide,05_2004-04-30,05,2004-04-30,ru,
Info_Guide,06_2004-12-03,06,2004-12-03,ru,
Info_Guide,07_2005-05-31,07,2005-05-31,ru,
Info_Guide,08_2005-11-30,08,2005-11-30,ru,
Info_Guide,09_2006-07-31,09,2006-07-31,ru,
Info_Guide,10_2007-04-30,10,2007-04-30,ru,
Info_Guide,11_2015-07-05,11,2015-07-05,ru,
Info_Guide,12_2017-12-31,12,2017-12-31,ru,
Info_Guide,13_2021-04-01,13,2021-04-01,ru,
Innovision,00_0000-01-01,00,0000-01-01,ru,
Insanity,01_1999-07-20,01,1999-07-20,ru,
Insanity,02_1999-09-08,02,1999-09-08,ru,
Insanity,03_1999-12-18,03,1999-12-18,ru,
Insanity,04_1999-12-18,04,1999-12-18,ru,
Insanity,05_2000-02-28,05,2000-02-28,ru,
Insanity,06_2000-05-26,06,2000-05-26,ru,
Insanity,07_2000-08-17,07,2000-08-17,ru,
Insanity,08_2001-01-19,08,2001-01-19,ru,
Insanity,09_2001-06-16,09,2001-06-16,ru,
Insanity,10_2001-11-30,10,2001-11-30,ru,
IzhNews,01_1999-12-12,01,1999-12-12,ru,
IzhNews,02_2000-01-03,02,2000-01-03,ru,
IzhNews,03_2000-01-15,03,2000-01-15,ru,
IzhNews,04_1999-10-17,04,1999-10-17,ru,
IzhNews,05_2000-05-09,05,2000-05-09,ru,
IzhNews,06_2000-08-29,06,2000-08-29,ru,
IzhNews,07_2000-07-27,07,2000-07-27,ru,
IzhNews,08_1999-12-31,08,1999-12-31,ru,
IzhNews,09_2000-09-05,09,2000-09-05,ru,
IzhNews,0A_2000-10-09,0A,2000-10-09,ru,
IzhNews,0B_2000-11-25,0B,2000-11-25,ru,
IzhNews,0C_2001-07-31,0C,2001-07-31,ru,
IzhNews,0D_2003-02-28,0D,2003-02-28,ru,
IzhNews,0E_2003-04-18,0E,2003-04-18,ru,
IzhNews,2002_2002-01-04,2002,2002-01-04,ru,
KiiA_Info,01_1992-03-11,01,1992-03-11,ru,
KiiA_Info,02_1992-03-18,02,1992-03-18,ru,
KiiA_Info,03_1992-03-25,03,1992-03-25,ru,
KiiA_Info,04_1992-04-16,04,1992-04-16,ru,
KiiA_Info,05_1992-04-12,05,1992-04-12,ru,
KiiA_Info,06_1992-06-25,06,1992-06-25,ru,
Kosme,00_2001-04-30,00,2001-04-30,ru,
KrNews,00_1998-01-09,00,1998-01-09,ru,
KrNews,01_1998-03-04,01,1998-03-04,ru,
KrNews,02_1998-04-26,02,1998-04-26,ru,
KrNews,03_1998-05-24,03,1998-05-24,ru,
KrNews,04_1998-06-18,04,1998-06-18,ru,
KrNews,05_1998-07-24,05,1998-07-24,ru,
KrNews,06_1998-11-15,06,1998-11-15,ru,
KrNews,07_1999-01-15,07,1999-01-15,ru,
KrNews,08_1999-03-05,08,1999-03-05,ru,
KrNews,09_1999-05-18,09,1999-05-18,ru,
KrNews,10_1999-08-20,10,1999-08-20,ru,
KrNews,11_1999-12-31,11,1999-12-31,ru,
KrNews,12_2000-04-01,12,2000-04-01,ru,
KrNews,13_2001-01-31,13,2001-01-31,ru,
KrNews,14_2000-09-22,14,2000-09-22,ru,
KrNews,15_2001-11-02,15,2001-11-02,ru,
KrNews,16_2003-07-29,16,2003-07-29,ru,
Last_128,01_2002-01-01,01,2002-01-01,ru,
Last_128,02_2002-01-01,02,2002-01-01,ru,
Last_128,03_2002-01-01,03,2002-01-01,ru,
Last_128,04_2002-01-01,04,2002-01-01,ru,
Last_128,05_2002-01-01,05,2002-01-01,ru,
Last_128,06_2002-01-01,06,2002-01-01,ru,
Last_128,08_2002-01-01,08,2002-01-01,ru,
Last_128,09_2002-01-01,09,2002-01-01,ru,
Last_128,3.5_2002-01-01,3.5,2002-01-01,ru,
Last_128,8.025_2002-01-01,8.025,2002-01-01,ru,
Last_128,M!R 01_2002-01-01,M!R 01,2002-01-01,ru,
Life,01_2004-01-10,01,2004-01-10,ru,
Life,02_2004-02-02,02,2004-02-02,ru,
Life,03_2004-03-01,03,2004-03-01,ru,
Life,04_2004-03-26,04,2004-03-26,ru,
Life,05_2004-04-20,05,2004-04-20,ru,
Life,06_2004-05-15,06,2004-05-15,ru,
Lime_Tree,01_1995-11-21,01,1995-11-21,ru,
Lime_Tree,02_1995-11-25,02,1995-11-25,ru,
Lime_Tree,03_1995-11-28,03,1995-11-28,ru,
Lime_Tree,04_1995-12-13,04,1995-12-13,ru,
Lime_Tree,05_1995-12-13,05,1995-12-13,ru,
Lime_Tree,06_1995-12-20,06,1995-12-20,ru,
Lime_Tree,07_1995-12-30,07,1995-12-30,ru,
Lime_Tree,08_1996-01-05,08,1996-01-05,ru,
Lime_Tree,09_1996-01-11,09,1996-01-11,ru,
Lime_Tree,10_1996-01-19,10,1996-01-19,ru,
Lime_Tree,11_1996-01-28,11,1996-01-28,ru,
Lime_Tree,12_1996-02-02,12,1996-02-02,ru,
Lime_Tree,13_1996-02-07,13,1996-02-07,ru,
Lime_Tree,14_1996-02-19,14,1996-02-19,ru,
Lime_Tree,15_1996-02-28,15,1996-02-28,ru,
Lime_Tree,16_1996-03-06,16,1996-03-06,ru,
Lime_Tree,17_1996-03-13,17,1996-03-13,ru,
Lime_Tree,18_1996-03-25,18,1996-03-25,ru,
Lime_Tree,19_1996-04-04,19,1996-04-04,ru,
Lime_Tree,20_1996-04-09,20,1996-04-09,ru,
Lime_Tree,21_1996-04-24,21,1996-04-24,ru,
Lime_Tree,22_1996-05-07,22,1996-05-07,ru,
Lime_Tree,23_1996-05-24,23,1996-05-24,ru,
Lime_Tree,24_1996-06-22,24,1996-06-22,ru,
Lime_Tree,25_1996-07-02,25,1996-07-02,ru,
Lime_Tree,26_1996-07-02,26,1996-07-02,ru,
Lime_Tree,27_1996-07-17,27,1996-07-17,ru,
Listok,04_1999-12-31,04,1999-12-31,ru,
Listok,05_1999-12-22,05,1999-12-22,ru,
Listok,06_1999-08-22,06,1999-08-22,ru,
Listok,08_1999-08-22,08,1999-08-22,ru,
LntNews,01_0000-01-01,01,0000-01-01,ru,
Lprint,01_1997-04-30,01,1997-04-30,ru,
Lprint,02_1997-05-13,02,1997-05-13,ru,
Lprint,03_1997-05-19,03,1997-05-19,ru,
Lprint,04_1997-05-30,04,1997-05-30,ru,
Lprint,05_1997-06-06,05,1997-06-06,ru,
Lprint,06_1997-06-13,06,1997-06-13,ru,
Lprint,07_1997-06-20,07,1997-06-20,ru,
Lprint,08_1997-06-28,08,1997-06-28,ru,
Lprint,09_1997-07-05,09,1997-07-05,ru,
Lprint,10_1997-07-10,10,1997-07-10,ru,
Lprint,11_1997-07-18,11,1997-07-18,ru,
Lprint,12_1997-07-25,12,1997-07-25,ru,
Lprint,13_1997-08-01,13,1997-08-01,ru,
Lprint,14_1997-08-09,14,1997-08-09,ru,
Lprint,15_1997-08-23,15,1997-08-23,ru,
Lprint,16_1997-08-30,16,1997-08-30,ru,
Lprint,17_1997-09-06,17,1997-09-06,ru,
Lprint,18_1997-09-14,18,1997-09-14,ru,
Lprint,19_1997-09-21,19,1997-09-21,ru,
Lprint,20_1997-10-06,20,1997-10-06,ru,
Lprint,21_1997-10-10,21,1997-10-10,ru,
Lprint,22_1997-10-17,22,1997-10-17,ru,
Lprint,23_1997-10-24,23,1997-10-24,ru,
MSD,01_1999-05-08,01,1999-05-08,ru,
MSD,02_1999-05-15,02,1999-05-15,ru,
MSD,03_1999-06-12,03,1999-06-12,ru,
MSD,04_1999-06-26,04,1999-06-26,ru,
MSD,05_1999-07-31,05,1999-07-31,ru,
MSD,06_1999-08-21,06,1999-08-21,ru,
MSD,07_1999-09-11,07,1999-09-11,ru,
MSD,08_1999-11-13,08,1999-11-13,ru,
MSD,09_1999-12-18,09,1999-12-18,ru,
MSD,10_2000-01-22,10,2000-01-22,ru,
MSD,11_2000-03-11,11,2000-03-11,ru,
MSD,12_2000-06-08,12,2000-06-08,ru,
MSD,2.5_1999-05-29,2.5,1999-05-29,ru,
MSD,5.5_1999-07-31,5.5,1999-07-31,ru,
MSF,19_2000-11-10,19,2000-11-10,ru,
MSF,20_2000-12-29,20,2000-12-29,ru,
MSF,21_2001-03-30,21,2001-03-30,ru,
MSF,22_2001-08-29,22,2001-08-29,ru,
MSF,23_2001-12-21,23,2001-12-21,ru,
MSF,24_2001-12-21,24,2001-12-21,ru,
MSF,25_0000-01-01,25,0000-01-01,ru,
MSF,26_0000-01-01,26,0000-01-01,ru,
MSF,27_0000-01-01,27,0000-01-01,ru,
MSF,28_0000-01-01,28,0000-01-01,ru,
MSF,29_0000-01-01,29,0000-01-01,ru,
Marazm,01_0000-01-01,01,0000-01-01,ru,
Marazm,02_0000-01-01,02,0000-01-01,ru,
Marazm,03_0000-01-01,03,0000-01-01,ru,
Marazm,04_0000-01-01,04,0000-01-01,ru,
Marazm,05_0000-01-01,05,0000-01-01,ru,
Marazm,06_0000-01-01,06,0000-01-01,ru,
Marazm,07_0000-01-01,07,0000-01-01,ru,
Marazm,08_0000-01-01,08,0000-01-01,ru,
Marazm,09_0000-01-01,09,0000-01-01,ru,
Marazm,10_0000-01-01,10,0000-01-01,ru,
Marazm,11_1998-01-01,11,1998-01-01,ru,
Marazm,12_1998-01-01,12,1998-01-01,ru,
Marazm,13_1998-01-01,13,1998-01-01,ru,
Marazm,14_1998-01-01,14,1998-01-01,ru,
Marazm,15_1998-01-01,15,1998-01-01,ru,
Marazm,16_1999-01-01,16,1999-01-01,ru,
Marazm,17_1999-01-01,17,1999-01-01,ru,
Marazm,18_1999-01-01,18,1999-01-01,ru,
Marazm,19_0000-01-01,19,0000-01-01,ru,
Marazm,20_0000-01-01,20,0000-01-01,ru,
Marazm,21_2000-01-01,21,2000-01-01,ru,
Marazm,22_2000-01-01,22,2000-01-01,ru,
Marazm,23_2000-01-01,23,2000-01-01,ru,
Marazm,24_2000-11-28,24,2000-11-28,ru,
Marazm,25_2001-01-01,25,2001-01-01,ru,
Mask,00_1997-08-11,00,1997-08-11,ru,
Mask,00_1997-08-12,00,1997-08-12,ru,
Matrix,01_2003-12-01,01,2003-12-01,ru,
Max_Pictures_Sexual_News,01_1997-09-09,01,1997-09-09,ru,
Max_Pictures_Sexual_News,02_1997-09-09,02,1997-09-09,ru,
Maximum,00_1996-06-07,00,1996-06-07,ru,
Maximum,01_1996-06-08,01,1996-06-08,ru,
Maximum,02_1996-06-15,02,1996-06-15,ru,
Maximum,03_1996-06-20,03,1996-06-20,ru,
Maximum,04_1996-06-27,04,1996-06-27,ru,
Maximum,05_1996-07-04,05,1996-07-04,ru,
Maximum,06_1996-07-11,06,1996-07-11,ru,
Maximum,07_1996-07-18,07,1996-07-18,ru,
Maximum,08_1996-07-25,08,1996-07-25,ru,
Maximum,09_1996-08-01,09,1996-08-01,ru,
Maximum,10_1996-08-10,10,1996-08-10,ru,
Maximum,11_1996-08-18,11,1996-08-18,ru,
Maximum,12_1996-09-25,12,1996-09-25,ru,
Maximum,13_1996-09-25,13,1996-09-25,ru,
Maximum,14_1996-09-02,14,1996-09-02,ru,
Maximum,15_1996-09-08,15,1996-09-08,ru,
Maximum,16_1996-09-16,16,1996-09-16,ru,
Maximum,17_1996-09-22,17,1996-09-22,ru,
Maximum,18_1996-09-30,18,1996-09-30,ru,
Maximum,19_1996-10-07,19,1996-10-07,ru,
Maximum,20_1996-10-13,20,1996-10-13,ru,
Maximum,21_1996-10-20,21,1996-10-20,ru,
Maximum,22_1996-10-28,22,1996-10-28,ru,
Maximum,23_1996-11-03,23,1996-11-03,ru,
Maximum,24_1996-11-10,24,1996-11-10,ru,
Maximum,25_1996-11-17,25,1996-11-17,ru,
Maximum,26_1996-11-24,26,1996-11-24,ru,
Maximum,27_1996-12-01,27,1996-12-01,ru,
Maximum,28_1997-02-04,28,1997-02-04,ru,
Maximum,29_1997-02-10,29,1997-02-10,ru,
Maximum,30_1997-02-17,30,1997-02-17,ru,
Maximum,31_1997-02-25,31,1997-02-25,ru,
Maximum,32_1997-03-06,32,1997-03-06,ru,
Maximum,33_1997-03-20,33,1997-03-20,ru,
Maximum,34_1997-03-24,34,1997-03-24,ru,
Maximum,35_1997-03-31,35,1997-03-31,ru,
Maximum,36_1997-04-17,36,1997-04-17,ru,
Maximum,37_1997-04-22,37,1997-04-22,ru,
Maximum,38_1997-04-29,38,1997-04-29,ru,
Maximum,39_1997-05-05,39,1997-05-05,ru,
Maximum,40_1997-05-12,40,1997-05-12,ru,
Maximum,41_1997-05-22,41,1997-05-22,ru,
Maximum,42_1997-06-03,42,1997-06-03,ru,
Maximum,43_1997-06-10,43,1997-06-10,ru,
Maximum,44_1997-09-04,44,1997-09-04,ru,
Maximum,45_1997-10-24,45,1997-10-24,ru,
Maximum,46_1997-10-31,46,1997-10-31,ru,
Maximum,47_1998-07-25,47,1998-07-25,ru,
Melancholy,01_2000-10-11,01,2000-10-11,ru,
Micro,01_1998-03-31,01,1998-03-31,ru,
Micro,02_1998-04-19,02,1998-04-19,ru,
Micro,03_1998-04-24,03,1998-04-24,ru,
Micro,04_1998-04-30,04,1998-04-30,ru,
Micro,05_1998-07-18,05,1998-07-18,ru,
Micro,06_1998-07-31,06,1998-07-31,ru,
Micro,07_1998-08-04,07,1998-08-04,ru,
Micro,08_1998-09-05,08,1998-09-05,ru,
Micro,09_1998-10-04,09,1998-10-04,ru,
Micro,10_1998-11-28,10,1998-11-28,ru,
Micro,11_1998-12-21,11,1998-12-21,ru,
Micro,12_1999-01-12,12,1999-01-12,ru,
Micro,13_1999-01-23,13,1999-01-23,ru,
Micro,14_1999-02-13,14,1999-02-13,ru,
Micro,15_1999-03-08,15,1999-03-08,ru,
Micro,16_1999-04-22,16,1999-04-22,ru,
Micro,17_1999-04-24,17,1999-04-24,ru,
Micro,18_1999-05-07,18,1999-05-07,ru,
Micro,19_1999-05-28,19,1999-05-28,ru,
Micro,20_1999-06-13,20,1999-06-13,ru,
Micro,21_1999-07-08,21,1999-07-08,ru,
Micro,22_1999-08-09,22,1999-08-09,ru,
Micro,23_1999-12-17,23,1999-12-17,ru,
Micro,24_2000-01-04,24,2000-01-04,ru,
Micro,25_2000-01-21,25,2000-01-21,ru,
Micro,26_2000-01-31,26,2000-01-31,ru,
Micro,27_2000-02-24,27,2000-02-24,ru,
Millenium,01_2001-09-30,01,2001-09-30,ru,
Miracle,01_1997-04-27,01,1997-04-27,ru,
Miracle,02_1997-08-10,02,1997-08-10,ru,
Miracle,03_1999-07-16,03,1999-07-16,ru,
Mirage,00_0000-01-01,00,0000-01-01,ru,
Mirage,01_1997-12-09,01,1997-12-09,ru,
Mirikom,01_1994-06-30,01,1994-06-30,ru,
Mirikom,02_1994-07-31,02,1994-07-31,ru,
Move,01_1997-01-09,01,1997-01-09,ru,
Move,02_1997-02-03,02,1997-02-03,ru,
Move,03_1997-03-15,03,1997-03-15,ru,
Move,04_1997-04-17,04,1997-04-17,ru,
Move,05_1997-05-18,05,1997-05-18,ru,
Move,06_1997-05-31,06,1997-05-31,ru,
Move,07_1997-06-07,07,1997-06-07,ru,
Move,08_1997-07-18,08,1997-07-18,ru,
Move,09_1997-08-02,09,1997-08-02,ru,
Move,10_1997-09-04,10,1997-09-04,ru,
Muchomor,01_0000-01-01,01,0000-01-01,ru,
Murzilka,03_0000-01-01,03,0000-01-01,ru,
Murzilka,07_0000-01-01,07,0000-01-01,ru,
Murzilka,08_0000-01-01,08,0000-01-01,ru,
Murzilka,09_0000-01-01,09,0000-01-01,ru,
Mustang,01_2004-01-27,01,2004-01-27,ru,
Mustang,02_2004-03-02,02,2004-03-02,ru,
My_Speccy,01_2004-02-02,01,2004-02-02,ru,
Neformal,01_2000-05-08,01,2000-05-08,ru,
Netus_News,01_1998-11-30,01,1998-11-30,ru,
Netus_News,05_1998-12-26,05,1998-12-26,ru,
Netus_News,07_1999-01-03,07,1999-01-03,ru,
Netus_News,09_1999-01-19,09,1999-01-19,ru,
Netus_News,10_1999-02-04,10,1999-02-04,ru,
Netus_News,11_1999-03-28,11,1999-03-28,ru,
Never_Mind,01_2003-03-12,01,2003-03-12,ru,
Never_Mind,02_2008-04-09,02,2008-04-09,ru,
Never_Mind,1.5_2003-04-02,1.5,2003-04-02,ru,
Next,00_1997-09-07,00,1997-09-07,ru,
Next,01_1997-07-07,01,1997-07-07,ru,
Next,02_1997-09-08,02,1997-09-08,ru,
Next,03_1997-09-09,03,1997-09-09,ru,
Next,04_1997-09-10,04,1997-09-10,ru,
Next,05_1997-09-11,05,1997-09-11,ru,
Next,06_1997-09-12,06,1997-09-12,ru,
Next,07_1997-09-13,07,1997-09-13,ru,
Next,08_1997-09-14,08,1997-09-14,ru,
Next,09_1997-09-05,09,1997-09-05,ru,
Next,10_1997-09-16,10,1997-09-16,ru,
Next,11_1997-09-17,11,1997-09-17,ru,
Next,12_1997-09-18,12,1997-09-18,ru,
Next,13_1997-09-19,13,1997-09-19,ru,
Next,14_1997-09-20,14,1997-09-20,ru,
Next,15_1997-09-21,15,1997-09-21,ru,
Next,16_1997-09-22,16,1997-09-22,ru,
Next,17_1997-09-23,17,1997-09-23,ru,
Next,18_1998-02-07,18,1998-02-07,ru,
Nicron,01_1996-09-30,01,1996-09-30,ru,
Nicron,02_1996-10-12,02,1996-10-12,ru,
Nicron,03_1996-10-17,03,1996-10-17,ru,
Nicron,04_1996-10-02,04,1996-10-02,ru,
Nicron,05_1996-10-31,05,1996-10-31,ru,
Nicron,06_1996-11-07,06,1996-11-07,ru,
Nicron,07_1996-11-14,07,1996-11-14,ru,
Nicron,100_1998-09-11,100,1998-09-11,ru,
Nicron,101_1998-09-17,101,1998-09-17,ru,
Nicron,102_1998-09-24,102,1998-09-24,ru,
Nicron,103_1998-10-11,103,1998-10-11,ru,
